player_id,player_name,position,sub_position,country_of_citizenship,club_id,club_name,competition_id,competition_name,country_name,season,season_label,age_at_season_end,appearances,minutes_played,goals,assists,goal_contributions,goals_per_90,assists_per_90,goal_contributions_per_90,club_matches,club_points_per_match,availability_percentage,productivity_percentile,availability_percentile,productivity_percentile_score,availability_percentile_score,productivity_availability_score,combined_position_league_season_rank,combined_league_season_rank,combined_overall_rank
535955,Nuno Tavares,Defender,Left-Back,Portugal,244,Olympique Marseille,FR1,ligue-1,France,2022,2022-23,23,31,2350,6,0,6,0.23,0,0.23,38,1.92,68.71,0.9,0.328571429,90,32.86,61.43,19,50,1232
72441,Rafael Tolói,Defender,Centre-Back,Italy,800,Atalanta BC,IT1,serie-a,Italy,2022,2022-23,32,32,2791,2,1,3,0.064,0.032,0.097,38,1.68,81.61,0.520547945,0.753424658,52.05,75.34,63.7,21,50,1089
463605,Bafodé Diakité,Defender,Centre-Back,France,1082,LOSC Lille,FR1,ligue-1,France,2022,2022-23,22,33,2655,3,0,3,0.102,0,0.102,38,1.76,77.63,0.6,0.6,60,60,60,20,51,1314
298589,David García,Defender,Centre-Back,Spain,331,CA Osasuna,ES1,laliga,Spain,2022,2022-23,29,32,2683,2,0,2,0.067,0,0.067,38,1.39,78.45,0.523809524,0.666666667,52.38,66.67,59.52,19,51,1339
353892,Hiroki Ito,Defender,Centre-Back,Japan,79,VfB Stuttgart,L1,bundesliga,Germany,2022,2022-23,24,30,2561,1,1,2,0.035,0.035,0.07,34,0.97,83.69,0.353846154,0.738461538,35.38,73.85,54.62,28,51,1664
53622,İlkay Gündoğan,Midfield,Central Midfield,Germany,281,Manchester City,GB1,premier-league,England,2022,2022-23,32,31,2359,8,5,13,0.305,0.191,0.496,38,2.34,68.98,0.924528302,0.301886792,92.45,30.19,61.32,19,51,1236
82442,Olivier Giroud,Attack,Centre-Forward,France,5,AC Milan,IT1,serie-a,Italy,2022,2022-23,36,33,2145,13,5,18,0.545,0.21,0.755,38,1.84,62.72,0.818181818,0.454545455,81.82,45.45,63.64,11,51,1091
261504,Aleix García,Midfield,Central Midfield,Spain,12321,Girona FC,ES1,laliga,Spain,2022,2022-23,26,30,2341,1,6,7,0.038,0.231,0.269,38,1.29,68.45,0.727272727,0.454545455,72.73,45.45,59.09,18,52,1364
250844,Alexander Djiku,Defender,Centre-Back,Ghana,667,RC Strasbourg Alsace,FR1,ligue-1,France,2022,2022-23,28,31,2681,1,2,3,0.034,0.067,0.101,38,1.05,78.39,0.585714286,0.614285714,58.57,61.43,60,21,52,1315
520624,Bruno Guimarães,Midfield,Central Midfield,Brazil,762,Newcastle United,GB1,premier-league,England,2022,2022-23,25,32,2734,4,5,9,0.132,0.165,0.296,38,1.87,79.94,0.603773585,0.622641509,60.38,62.26,61.32,20,52,1237
344381,Christopher Nkunku,Attack,Centre-Forward,France,23826,RB Leipzig,L1,bundesliga,Germany,2022,2022-23,25,25,1897,16,6,22,0.759,0.285,1.044,34,1.94,61.99,1,0.083333333,100,8.33,54.17,8,52,1694
461496,Morten Hjulmand,Midfield,Defensive Midfield,Denmark,1005,US Lecce,IT1,serie-a,Italy,2022,2022-23,24,35,2964,0,4,4,0,0.121,0.121,38,0.95,86.67,0.35,0.9,35,90,62.5,20,52,1161
401529,Dodô,Defender,Right-Back,Brazil,430,ACF Fiorentina,IT1,serie-a,Italy,2022,2022-23,24,33,2338,1,4,5,0.038,0.154,0.192,38,1.47,68.36,0.835616438,0.410958904,83.56,41.1,62.33,22,53,1164
262980,Jefferson Lerma,Midfield,Defensive Midfield,Colombia,989,AFC Bournemouth,GB1,premier-league,England,2022,2022-23,28,37,3255,5,0,5,0.138,0,0.138,38,1.03,95.18,0.283018868,0.943396226,28.3,94.34,61.32,21,53,1238
119234,Karim Onisiwo,Attack,Centre-Forward,Austria,39,1.FSV Mainz 05,L1,bundesliga,Germany,2022,2022-23,31,31,2547,10,3,13,0.353,0.106,0.459,34,1.35,83.24,0.333333333,0.75,33.33,75,54.17,9,53,1696
74294,Nemanja Gudelj,Midfield,Defensive Midfield,Serbia,368,Sevilla FC,ES1,laliga,Spain,2022,2022-23,31,34,2777,3,1,4,0.097,0.032,0.13,38,1.29,81.2,0.327272727,0.854545455,32.73,85.45,59.09,19,53,1367
25557,Sergio Ramos,Defender,Centre-Back,Spain,583,Paris Saint-Germain,FR1,ligue-1,France,2022,2022-23,37,33,2708,2,1,3,0.066,0.033,0.1,38,2.24,79.18,0.557142857,0.642857143,55.71,64.29,60,22,53,1316
386446,Alessandro Buongiorno,Defender,Centre-Back,Italy,416,Torino FC,IT1,serie-a,Italy,2022,2022-23,24,34,2725,1,2,3,0.033,0.066,0.099,38,1.39,79.68,0.547945205,0.684931507,54.79,68.49,61.64,23,54,1216
226973,Harrison Reed,Midfield,Central Midfield,England,931,Fulham FC,GB1,premier-league,England,2022,2022-23,28,37,2879,3,4,7,0.094,0.125,0.219,38,1.37,84.18,0.490566038,0.716981132,49.06,71.7,60.38,22,54,1293
116088,Marius Bülter,Attack,Left Winger,Germany,33,FC Schalke 04,L1,bundesliga,Germany,2022,2022-23,30,33,2605,11,1,12,0.38,0.035,0.415,34,0.91,85.13,0.25,0.833333333,25,83.33,54.17,10,54,1698
181767,Marquinhos,Defender,Centre-Back,Brazil,583,Paris Saint-Germain,FR1,ligue-1,France,2022,2022-23,29,33,2719,2,1,3,0.066,0.033,0.099,38,2.24,79.5,0.542857143,0.657142857,54.29,65.71,60,23,54,1317
346289,Mouctar Diakhaby,Defender,Centre-Back,Guinea,1049,Valencia CF,ES1,laliga,Spain,2022,2022-23,26,29,2449,3,0,3,0.11,0,0.11,38,1.11,71.61,0.682539683,0.492063492,68.25,49.21,58.73,20,54,1388
270051,Andrei Girotto,Defender,Centre-Back,Brazil,995,FC Nantes,FR1,ligue-1,France,2022,2022-23,31,36,3155,1,1,2,0.029,0.029,0.057,38,0.95,92.25,0.328571429,0.871428571,32.86,87.14,60,24,55,1318
369674,Joakim Maehle,Defender,Left-Back,Denmark,800,Atalanta BC,IT1,serie-a,Italy,2022,2022-23,26,34,2212,3,3,6,0.122,0.122,0.244,38,1.68,64.68,0.904109589,0.315068493,90.41,31.51,60.96,24,55,1262
709187,Nico Williams,Attack,Left Winger,Spain,621,Athletic Bilbao,ES1,laliga,Spain,2022,2022-23,20,36,2676,6,5,11,0.202,0.168,0.37,38,1.34,78.25,0.452380952,0.714285714,45.24,71.43,58.33,16,55,1406
320411,Philip Billing,Midfield,Central Midfield,Denmark,989,AFC Bournemouth,GB1,premier-league,England,2022,2022-23,27,36,2787,7,1,8,0.226,0.032,0.258,38,1.03,81.49,0.528301887,0.660377358,52.83,66.04,59.43,23,55,1341
124410,Rani Khedira,Midfield,Defensive Midfield,Tunisia,89,1.FC Union Berlin,L1,bundesliga,Germany,2022,2022-23,29,33,2888,2,0,2,0.062,0,0.062,34,1.82,94.38,0.119047619,0.952380952,11.9,95.24,53.57,17,55,1730
212723,Djibril Sow,Midfield,Central Midfield,Switzerland,24,Eintracht Frankfurt,L1,bundesliga,Germany,2022,2022-23,26,32,2651,4,0,4,0.136,0,0.136,34,1.47,86.63,0.30952381,0.738095238,30.95,73.81,52.38,18,56,1787
258889,Dominic Solanke,Attack,Centre-Forward,England,989,AFC Bournemouth,GB1,premier-league,England,2022,2022-23,25,33,2873,6,7,13,0.188,0.219,0.407,38,1.03,84.01,0.441860465,0.744186047,44.19,74.42,59.3,12,56,1346
30321,Óscar Trejo,Midfield,Attacking Midfield,Argentina,367,Rayo Vallecano,ES1,laliga,Spain,2022,2022-23,35,34,2165,3,4,7,0.125,0.166,0.291,38,1.29,63.3,0.781818182,0.381818182,78.18,38.18,58.18,20,56,1414
278531,Sebastiano Luperto,Defender,Centre-Back,Italy,749,FC Empoli,IT1,serie-a,Italy,2022,2022-23,26,36,3138,2,0,2,0.057,0,0.057,38,1.13,91.75,0.260273973,0.95890411,26.03,95.89,60.96,25,56,1263
241501,Stijn Spierings,Midfield,Central Midfield,Netherlands,415,FC Toulouse,FR1,ligue-1,France,2022,2022-23,27,36,3123,2,1,3,0.058,0.029,0.086,38,1.26,91.32,0.214285714,0.982142857,21.43,98.21,59.82,18,56,1322
126414,Hakan Çalhanoğlu,Midfield,Defensive Midfield,Türkiye,46,Inter Milan,IT1,serie-a,Italy,2022,2022-23,29,33,2374,3,6,9,0.114,0.227,0.341,38,1.89,69.42,0.733333333,0.483333333,73.33,48.33,60.83,21,57,1270
208172,Mateusz Wieteska,Defender,Centre-Back,Poland,3524,Clermont Foot 63,FR1,ligue-1,France,2022,2022-23,26,35,3120,0,2,2,0,0.058,0.058,38,1.55,91.23,0.342857143,0.842857143,34.29,84.29,59.29,25,57,1351
175449,Moi Gómez,Midfield,Attacking Midfield,Spain,331,CA Osasuna,ES1,laliga,Spain,2022,2022-23,29,33,2460,3,2,5,0.11,0.073,0.183,38,1.39,71.93,0.545454545,0.618181818,54.55,61.82,58.18,21,57,1415
410708,Pascal Struijk,Defender,Centre-Back,Netherlands,399,Leeds United,GB1,premier-league,England,2022,2022-23,23,29,2203,2,1,3,0.082,0.041,0.123,38,0.82,64.42,0.773333333,0.4,77.33,40,58.67,22,57,1394
221611,Paulo Otávio,Defender,Left-Back,Brazil,82,VfL Wolfsburg,L1,bundesliga,Germany,2022,2022-23,28,25,2050,0,5,5,0,0.22,0.22,34,1.44,66.99,0.784615385,0.261538462,78.46,26.15,52.31,29,57,1794
70411,Darko Lazović,Midfield,Left Midfield,Serbia,276,Hellas Verona,IT1,serie-a,Italy,2022,2022-23,32,30,2253,4,6,10,0.16,0.24,0.399,38,0.82,65.88,0.85,0.333333333,85,33.33,59.17,22,58,1361
855015,Farès Chaïbi,Midfield,Attacking Midfield,Algeria,415,FC Toulouse,FR1,ligue-1,France,2022,2022-23,20,36,2345,5,5,10,0.192,0.192,0.384,38,1.26,68.57,0.821428571,0.357142857,82.14,35.71,58.93,19,58,1378
380598,Santi Comesaña,Midfield,Central Midfield,Spain,367,Rayo Vallecano,ES1,laliga,Spain,2022,2022-23,26,35,2471,3,2,5,0.109,0.073,0.182,38,1.29,72.25,0.527272727,0.636363636,52.73,63.64,58.18,22,58,1416
159471,Serge Gnabry,Attack,Second Striker,Germany,27,Bayern Munich,L1,bundesliga,Germany,2022,2022-23,27,34,1941,14,6,20,0.649,0.278,0.927,34,2.09,63.43,0.916666667,0.125,91.67,12.5,52.08,11,58,1812
209212,Solly March,Attack,Right Winger,England,1237,Brighton & Hove Albion,GB1,premier-league,England,2022,2022-23,28,33,2728,7,7,14,0.231,0.231,0.462,38,1.63,79.77,0.511627907,0.651162791,51.16,65.12,58.14,13,58,1419
332560,Deiver Machado,Defender,Left-Back,Colombia,826,RC Lens,FR1,ligue-1,France,2022,2022-23,29,33,2205,4,3,7,0.163,0.122,0.286,38,2.21,64.47,0.942857143,0.214285714,94.29,21.43,57.86,26,59,1438
357147,Diogo Dalot,Defender,Right-Back,Portugal,985,Manchester United,GB1,premier-league,England,2022,2022-23,24,26,2155,1,2,3,0.042,0.084,0.125,38,1.97,63.01,0.786666667,0.36,78.67,36,57.33,23,59,1471
250845,José María Giménez,Defender,Centre-Back,Uruguay,13,Atlético de Madrid,ES1,laliga,Spain,2022,2022-23,28,28,2421,2,1,3,0.074,0.037,0.112,38,2.03,70.79,0.698412698,0.46031746,69.84,46.03,57.94,21,59,1427
192565,Leroy Sané,Attack,Right Winger,Germany,27,Bayern Munich,L1,bundesliga,Germany,2022,2022-23,27,32,2010,8,7,15,0.358,0.313,0.672,34,2.09,65.69,0.75,0.291666667,75,29.17,52.08,12,59,1813
131731,Mehdi Bourabia,Midfield,Central Midfield,Morocco,3522,Spezia Calcio,IT1,serie-a,Italy,2022,2022-23,31,37,2791,1,3,4,0.032,0.097,0.129,38,0.82,81.61,0.4,0.766666667,40,76.67,58.33,23,59,1409
257376,Domingos Duarte,Defender,Centre-Back,Portugal,3709,Getafe CF,ES1,laliga,Spain,2022,2022-23,28,31,2657,0,2,2,0,0.068,0.068,38,1.11,77.69,0.53968254,0.619047619,53.97,61.9,57.94,22,60,1428
198116,Federico Dimarco,Defender,Left-Back,Italy,46,Inter Milan,IT1,serie-a,Italy,2022,2022-23,25,33,2085,4,5,9,0.173,0.216,0.388,38,1.89,60.96,1,0.164383562,100,16.44,58.22,26,60,1410
398065,Harvey Barnes,Attack,Left Winger,England,1003,Leicester City,GB1,premier-league,England,2022,2022-23,25,34,2718,13,1,14,0.43,0.033,0.464,38,0.89,79.47,0.558139535,0.581395349,55.81,58.14,56.98,14,60,1493
120205,Michael Gregoritsch,Attack,Centre-Forward,Austria,60,SC Freiburg,L1,bundesliga,Germany,2022,2022-23,29,30,2175,10,5,15,0.414,0.207,0.621,34,1.74,71.08,0.666666667,0.375,66.67,37.5,52.08,13,60,1814
283227,Rasmus Nicolaisen,Defender,Centre-Back,Denmark,415,FC Toulouse,FR1,ligue-1,France,2022,2022-23,26,34,2996,0,2,2,0,0.06,0.06,38,1.26,87.6,0.357142857,0.8,35.71,80,57.86,27,60,1440
84301,Benjamin André,Midfield,Defensive Midfield,France,1082,LOSC Lille,FR1,ligue-1,France,2022,2022-23,32,34,2920,1,2,3,0.031,0.062,0.092,38,1.76,85.38,0.267857143,0.875,26.79,87.5,57.14,20,61,1478
566723,Michael Olise,Attack,Right Winger,France,873,Crystal Palace,GB1,premier-league,England,2022,2022-23,21,37,2756,2,11,13,0.065,0.359,0.425,38,1.18,80.58,0.465116279,0.674418605,46.51,67.44,56.98,15,61,1494
119037,Philipp Hofmann,Attack,Centre-Forward,Germany,80,VfL Bochum,L1,bundesliga,Germany,2022,2022-23,30,34,2643,8,2,10,0.272,0.068,0.341,34,1.03,86.37,0.166666667,0.875,16.67,87.5,52.08,14,61,1815
192735,Stanislav Lobotka,Midfield,Defensive Midfield,Slovakia,6195,SSC Napoli,IT1,serie-a,Italy,2022,2022-23,28,38,3114,1,1,2,0.029,0.029,0.058,38,2.37,91.05,0.166666667,0.983333333,16.67,98.33,57.5,24,61,1457
338285,Unai Núñez,Defender,Centre-Back,Spain,940,Celta de Vigo,ES1,laliga,Spain,2022,2022-23,26,36,3151,0,1,1,0,0.029,0.029,38,1.13,92.13,0.206349206,0.936507937,20.63,93.65,57.14,23,61,1480
197747,Alessio Romagnoli,Defender,Centre-Back,Italy,398,Società Sportiva Lazio S.p.A.,IT1,serie-a,Italy,2022,2022-23,28,34,2925,2,0,2,0.062,0,0.062,38,1.95,85.53,0.273972603,0.863013699,27.4,86.3,56.85,27,62,1505
424204,Alphonso Davies,Defender,Left-Back,Canada,27,Bayern Munich,L1,bundesliga,Germany,2022,2022-23,22,26,2047,1,4,5,0.044,0.176,0.22,34,2.09,66.9,0.784615385,0.246153846,78.46,24.62,51.54,30,62,1849
203853,Oleksandr Zinchenko,Defender,Left-Back,Ukraine,11,Arsenal FC,GB1,premier-league,England,2022,2022-23,26,27,2136,1,2,3,0.042,0.084,0.126,38,2.21,62.46,0.8,0.333333333,80,33.33,56.67,24,62,1516
176140,Rodrigo Ely,Defender,Centre-Back,Brazil,3302,UD Almería,ES1,laliga,Spain,2022,2022-23,29,36,3158,0,1,1,0,0.028,0.028,38,1.08,92.34,0.19047619,0.952380952,19.05,95.24,57.14,24,62,1481
332889,Valentin Rongier,Midfield,Central Midfield,France,244,Olympique Marseille,FR1,ligue-1,France,2022,2022-23,28,36,3036,1,2,3,0.03,0.059,0.089,38,1.92,88.77,0.25,0.892857143,25,89.29,57.14,21,62,1479
398073,Achraf Hakimi,Defender,Right-Back,Morocco,583,Paris Saint-Germain,FR1,ligue-1,France,2022,2022-23,24,28,2052,5,4,9,0.219,0.175,0.395,38,2.24,60,0.971428571,0.157142857,97.14,15.71,56.43,28,63,1535
51152,Aleksandar Mitrović,Attack,Centre-Forward,Serbia,931,Fulham FC,GB1,premier-league,England,2022,2022-23,28,24,2016,14,2,16,0.625,0.089,0.714,38,1.37,58.95,0.860465116,0.255813953,86.05,25.58,55.81,16,63,1577
343959,Erhan Masovic,Defender,Centre-Back,Serbia,80,VfL Bochum,L1,bundesliga,Germany,2022,2022-23,24,29,2174,4,0,4,0.166,0,0.166,34,1.03,71.05,0.707692308,0.323076923,70.77,32.31,51.54,31,63,1850
66100,Oriol Romeu,Midfield,Defensive Midfield,Spain,12321,Girona FC,ES1,laliga,Spain,2022,2022-23,31,33,2952,2,0,2,0.061,0,0.061,38,1.29,86.32,0.181818182,0.945454545,18.18,94.55,56.36,23,63,1546
295183,Răzvan Marin,Midfield,Central Midfield,Romania,749,FC Empoli,IT1,serie-a,Italy,2022,2022-23,27,33,2540,2,4,6,0.071,0.142,0.213,38,1.13,74.27,0.55,0.583333333,55,58.33,56.67,25,63,1515
395685,Gédéon Kalulu,Defender,Right-Back,DR Congo,1158,FC Lorient,FR1,ligue-1,France,2022,2022-23,25,29,2442,0,4,4,0,0.147,0.147,38,1.45,71.4,0.757142857,0.371428571,75.71,37.14,56.43,29,64,1536
314398,Jae-sung Lee,Midfield,Attacking Midfield,"Korea, South",39,1.FSV Mainz 05,L1,bundesliga,Germany,2022,2022-23,30,34,1904,7,4,11,0.331,0.189,0.52,34,1.35,62.22,0.857142857,0.166666667,85.71,16.67,51.19,19,64,1873
340329,Joe Willock,Midfield,Central Midfield,England,762,Newcastle United,GB1,premier-league,England,2022,2022-23,23,35,2578,3,6,9,0.105,0.209,0.314,38,1.87,75.38,0.641509434,0.471698113,64.15,47.17,55.66,24,64,1589
411295,Raphinha,Attack,Left Winger,Brazil,131,FC Barcelona,ES1,laliga,Spain,2022,2022-23,26,36,2084,7,7,14,0.302,0.302,0.605,38,2.32,60.94,0.833333333,0.285714286,83.33,28.57,55.95,17,64,1565
410158,Rodrigo Becão,Defender,Centre-Back,Brazil,410,Udinese Calcio,IT1,serie-a,Italy,2022,2022-23,27,28,2487,2,1,3,0.072,0.036,0.109,38,1.21,72.72,0.575342466,0.547945205,57.53,54.79,56.16,28,64,1558
618472,Castello Lukeba,Defender,Centre-Back,France,1041,Olympique Lyon,FR1,ligue-1,France,2022,2022-23,20,34,2986,2,0,2,0.06,0,0.06,38,1.63,87.31,0.357142857,0.771428571,35.71,77.14,56.43,30,65,1538
106405,Jeffrey Gouweleeuw,Defender,Centre-Back,Netherlands,167,FC Augsburg,L1,bundesliga,Germany,2022,2022-23,31,32,2797,0,1,1,0,0.032,0.032,34,1,91.41,0.138461538,0.876923077,13.85,87.69,50.77,32,65,1905
413565,Jhon Lucumí,Defender,Centre-Back,Colombia,1025,Bologna Football Club 1909,IT1,serie-a,Italy,2022,2022-23,25,33,2901,0,2,2,0,0.062,0.062,38,1.42,84.82,0.273972603,0.849315068,27.4,84.93,56.16,29,65,1559
333241,Joelinton,Midfield,Central Midfield,Brazil,762,Newcastle United,GB1,premier-league,England,2022,2022-23,26,32,2663,6,2,8,0.203,0.068,0.27,38,1.87,77.87,0.566037736,0.547169811,56.6,54.72,55.66,25,65,1590
281769,Mario Hermoso,Defender,Centre-Back,Spain,13,Atlético de Madrid,ES1,laliga,Spain,2022,2022-23,28,26,2112,3,2,5,0.128,0.085,0.213,38,2.03,61.75,0.920634921,0.19047619,92.06,19.05,55.56,25,65,1601
46580,Andrej Kramaric,Attack,Second Striker,Croatia,533,TSG 1899 Hoffenheim,L1,bundesliga,Germany,2022,2022-23,32,32,2393,12,3,15,0.451,0.113,0.564,34,1.06,78.2,0.5,0.5,50,50,50,15,66,1931
457673,Gabriel Strefezza,Attack,Right Winger,Brazil,1005,US Lecce,IT1,serie-a,Italy,2022,2022-23,26,35,2462,8,4,12,0.292,0.146,0.439,38,0.95,71.99,0.393939394,0.727272727,39.39,72.73,56.06,12,66,1563
463618,Khéphren Thuram,Midfield,Central Midfield,France,417,OGC Nice,FR1,ligue-1,France,2022,2022-23,22,35,2558,2,4,6,0.07,0.141,0.211,38,1.53,74.8,0.517857143,0.607142857,51.79,60.71,56.25,22,66,1552
67420,Luke Ayling,Defender,Right-Back,,399,Leeds United,GB1,premier-league,England,2022,2022-23,31,29,2049,2,1,3,0.088,0.044,0.132,38,0.82,59.91,0.826666667,0.28,82.67,28,55.33,25,66,1616
61812,Yuri Berchiche,Defender,Left-Back,Spain,621,Athletic Bilbao,ES1,laliga,Spain,2022,2022-23,33,29,2406,1,2,3,0.037,0.075,0.112,38,1.34,70.35,0.698412698,0.412698413,69.84,41.27,55.56,26,66,1602
255450,Aleksey Miranchuk,Midfield,Attacking Midfield,Russia,416,Torino FC,IT1,serie-a,Italy,2022,2022-23,27,29,2094,4,6,10,0.172,0.258,0.43,38,1.39,61.23,0.9,0.216666667,90,21.67,55.83,26,67,1576
229853,Birama Touré,Midfield,Defensive Midfield,Mali,290,AJ Auxerre,FR1,ligue-1,France,2022,2022-23,31,38,3404,2,0,2,0.053,0,0.053,38,0.92,99.53,0.125,1,12.5,100,56.25,23,67,1556
303259,Dodi Lukébakio,Attack,Right Winger,Belgium,44,Hertha BSC,L1,bundesliga,Germany,2022,2022-23,25,32,2407,11,4,15,0.411,0.15,0.561,34,0.85,78.66,0.458333333,0.541666667,45.83,54.17,50,16,67,1932
423444,Fran Beltrán,Midfield,Central Midfield,Spain,940,Celta de Vigo,ES1,laliga,Spain,2022,2022-23,24,36,2863,0,2,2,0,0.063,0.063,38,1.13,83.71,0.2,0.909090909,20,90.91,55.45,24,67,1607
392757,Marc Guéhi,Defender,Centre-Back,England,873,Crystal Palace,GB1,premier-league,England,2022,2022-23,22,37,3330,1,0,1,0.027,0,0.027,38,1.18,97.37,0.146666667,0.96,14.67,96,55.33,26,67,1617
251878,Aarón Martín,Defender,Left-Back,Spain,39,1.FSV Mainz 05,L1,bundesliga,Germany,2022,2022-23,26,28,1846,5,3,8,0.244,0.146,0.39,34,1.35,60.33,0.938461538,0.061538462,93.85,6.15,50,33,68,1944
257062,Álvaro García,Attack,Left Winger,Spain,367,Rayo Vallecano,ES1,laliga,Spain,2022,2022-23,30,35,2896,5,5,10,0.155,0.155,0.311,38,1.29,84.68,0.214285714,0.880952381,21.43,88.1,54.76,18,68,1654
340707,Leonardo Sernicola,Defender,Left-Back,Italy,2239,US Cremonese,IT1,serie-a,Italy,2022,2022-23,25,32,2318,2,2,4,0.078,0.078,0.155,38,0.71,67.78,0.739726027,0.369863014,73.97,36.99,55.48,30,68,1605
601883,Matheus Nunes,Defender,Right-Back,Portugal,543,Wolverhampton Wanderers,GB1,premier-league,England,2022,2022-23,24,34,2478,1,1,2,0.036,0.036,0.073,38,1.08,72.46,0.546666667,0.546666667,54.67,54.67,54.67,27,68,1656
94005,Sead Kolasinac,Defender,Centre-Back,Bosnia-Herzegovina,244,Olympique Marseille,FR1,ligue-1,France,2022,2022-23,30,33,2219,4,1,5,0.162,0.041,0.203,38,1.92,64.88,0.871428571,0.242857143,87.14,24.29,55.71,31,68,1584
789082,Vanderson,Defender,Right-Back,Brazil,162,AS Monaco,FR1,ligue-1,France,2022,2022-23,22,31,2219,1,4,5,0.041,0.162,0.203,38,1.71,64.88,0.871428571,0.242857143,87.14,24.29,55.71,31,68,1584
355628,Igor Zubeldia,Defender,Centre-Back,Spain,681,Real Sociedad,ES1,laliga,Spain,2022,2022-23,26,31,2547,1,1,2,0.035,0.035,0.071,38,1.87,74.47,0.555555556,0.53968254,55.56,53.97,54.76,27,69,1655
292818,Jonathan Bamba,Attack,Left Winger,Cote d'Ivoire,1082,LOSC Lille,FR1,ligue-1,France,2022,2022-23,27,34,2789,6,7,13,0.194,0.226,0.42,38,1.76,81.55,0.324324324,0.783783784,32.43,78.38,55.41,15,69,1609
357233,Leandro Barreiro,Midfield,Central Midfield,Luxembourg,39,1.FSV Mainz 05,L1,bundesliga,Germany,2022,2022-23,23,31,2144,4,4,8,0.168,0.168,0.336,34,1.35,70.07,0.666666667,0.333333333,66.67,33.33,50,20,69,1952
469781,Marcos Senesi,Defender,Centre-Back,Argentina,989,AFC Bournemouth,GB1,premier-league,England,2022,2022-23,26,31,2495,2,0,2,0.072,0,0.072,38,1.03,72.95,0.533333333,0.56,53.33,56,54.67,28,69,1657
491693,Nehuén Pérez,Defender,Centre-Back,Argentina,410,Udinese Calcio,IT1,serie-a,Italy,2022,2022-23,23,34,2826,2,0,2,0.064,0,0.064,38,1.21,82.63,0.301369863,0.808219178,30.14,80.82,55.48,31,69,1606
634131,Aimar Oroz,Midfield,Attacking Midfield,Spain,331,CA Osasuna,ES1,laliga,Spain,2022,2022-23,21,31,2022,3,6,9,0.134,0.267,0.401,38,1.39,59.12,0.890909091,0.2,89.09,20,54.55,25,70,1671
123682,Callum Wilson,Attack,Centre-Forward,England,762,Newcastle United,GB1,premier-league,England,2022,2022-23,31,31,1887,18,5,23,0.859,0.238,1.097,38,1.87,55.18,0.976744186,0.11627907,97.67,11.63,54.65,17,70,1658
428563,Lewis Ferguson,Midfield,Central Midfield,Scotland,1025,Bologna Football Club 1909,IT1,serie-a,Italy,2022,2022-23,23,32,2321,7,0,7,0.271,0,0.271,38,1.42,67.87,0.666666667,0.433333333,66.67,43.33,55,27,70,1640
202228,Milos Veljkovic,Defender,Centre-Back,Serbia,86,SV Werder Bremen,L1,bundesliga,Germany,2022,2022-23,27,29,2263,1,2,3,0.04,0.08,0.119,34,1.06,73.95,0.569230769,0.430769231,56.92,43.08,50,34,70,1964
422281,Muhammed Cham,Midfield,Attacking Midfield,Austria,3524,Clermont Foot 63,FR1,ligue-1,France,2022,2022-23,22,38,1974,7,4,11,0.319,0.182,0.502,38,1.55,57.72,0.946428571,0.160714286,94.64,16.07,55.36,24,70,1614
257732,Amir Rrahmani,Defender,Centre-Back,Kosovo,6195,SSC Napoli,IT1,serie-a,Italy,2022,2022-23,29,29,2449,2,1,3,0.073,0.037,0.11,38,2.37,71.61,0.589041096,0.506849315,58.9,50.68,54.79,32,71,1651
118847,Dominik Kohr,Defender,Centre-Back,Germany,39,1.FSV Mainz 05,L1,bundesliga,Germany,2022,2022-23,29,30,2293,3,0,3,0.118,0,0.118,34,1.35,74.93,0.538461538,0.461538462,53.85,46.15,50,35,71,1965
504849,Kaoru Mitoma,Attack,Left Winger,Japan,1237,Brighton & Hove Albion,GB1,premier-league,England,2022,2022-23,26,33,2318,7,6,13,0.272,0.233,0.505,38,1.63,67.78,0.651162791,0.441860465,65.12,44.19,54.65,18,71,1659
270411,Saîf-Eddine Khaoui,Midfield,Attacking Midfield,Tunisia,3524,Clermont Foot 63,FR1,ligue-1,France,2022,2022-23,28,34,2034,7,4,11,0.31,0.177,0.487,38,1.55,59.47,0.910714286,0.196428571,91.07,19.64,55.36,25,71,1615
438001,Santiago Bueno,Defender,Centre-Back,Uruguay,12321,Girona FC,ES1,laliga,Spain,2022,2022-23,24,34,3012,0,1,1,0,0.03,0.03,38,1.29,88.07,0.238095238,0.841269841,23.81,84.13,53.97,28,71,1706
128223,Álvaro Morata,Attack,Centre-Forward,Spain,13,Atlético de Madrid,ES1,laliga,Spain,2022,2022-23,30,36,1906,13,2,15,0.614,0.094,0.708,38,2.03,55.73,0.928571429,0.142857143,92.86,14.29,53.57,19,72,1727
272999,Miguel Almirón,Attack,Right Winger,Paraguay,762,Newcastle United,GB1,premier-league,England,2022,2022-23,29,34,2508,11,2,13,0.395,0.072,0.467,38,1.87,73.33,0.581395349,0.511627907,58.14,51.16,54.65,19,72,1661
659813,Piero Hincapié,Defender,Centre-Back,Ecuador,15,Bayer 04 Leverkusen,L1,bundesliga,Germany,2022,2022-23,21,30,2468,1,1,2,0.036,0.036,0.073,34,1.47,80.65,0.369230769,0.630769231,36.92,63.08,50,36,72,1972
